areaType,areaName,areaCode,date,newPeopleVaccinatedFirstDoseByPublishDate,cumPeopleVaccinatedFirstDoseByPublishDate
nation,Scotland,S92000003,2021-11-15,1253,4331574
nation,Scotland,S92000003,2021-11-14,2981,4330321
nation,Scotland,S92000003,2021-11-13,703,4327340
nation,Scotland,S92000003,2021-11-12,1114,4326637
nation,Scotland,S92000003,2021-11-11,0,4325523
nation,Scotland,S92000003,2021-11-10,1085,4326392
nation,Scotland,S92000003,2021-11-09,867,4325307
nation,Scotland,S92000003,2021-11-08,891,4324440
nation,Scotland,S92000003,2021-11-07,1392,4323549
nation,Scotland,S92000003,2021-11-06,807,4322157
nation,Scotland,S92000003,2021-11-05,1473,4321350
nation,Scotland,S92000003,2021-11-04,1087,4319877
nation,Scotland,S92000003,2021-11-03,0,4318790
nation,Scotland,S92000003,2021-11-02,1400,4321770
nation,Scotland,S92000003,2021-11-01,1587,4320370
nation,Scotland,S92000003,2021-10-31,1182,4318783
nation,Scotland,S92000003,2021-10-30,1799,4317601
nation,Scotland,S92000003,2021-10-29,1658,4315802
nation,Scotland,S92000003,2021-10-28,1940,4314144
nation,Scotland,S92000003,2021-10-27,865,4312204
nation,Scotland,S92000003,2021-10-26,1407,4311339
nation,Scotland,S92000003,2021-10-25,1561,4309932
nation,Scotland,S92000003,2021-10-24,2789,4308371
nation,Scotland,S92000003,2021-10-23,3200,4305582
nation,Scotland,S92000003,2021-10-22,2733,4302382
nation,Scotland,S92000003,2021-10-21,2621,4299649
nation,Scotland,S92000003,2021-10-20,2912,4297028
nation,Scotland,S92000003,2021-10-19,2466,4294116
nation,Scotland,S92000003,2021-10-18,2531,4291650
nation,Scotland,S92000003,2021-10-17,3075,4289119
nation,Scotland,S92000003,2021-10-16,3912,4286044
nation,Scotland,S92000003,2021-10-15,3195,4282132
nation,Scotland,S92000003,2021-10-14,3729,4278937
nation,Scotland,S92000003,2021-10-13,5082,4275208
nation,Scotland,S92000003,2021-10-12,4371,4270126
nation,Scotland,S92000003,2021-10-11,4631,4265755
nation,Scotland,S92000003,2021-10-10,7359,4261124
nation,Scotland,S92000003,2021-10-09,7664,4253765
nation,Scotland,S92000003,2021-10-08,5117,4246101
nation,Scotland,S92000003,2021-10-07,5909,4240984
nation,Scotland,S92000003,2021-10-06,5897,4235075
nation,Scotland,S92000003,2021-10-05,5459,4229178
nation,Scotland,S92000003,2021-10-04,5779,4223719
nation,Scotland,S92000003,2021-10-03,9394,4217940
nation,Scotland,S92000003,2021-10-02,8822,4208546
nation,Scotland,S92000003,2021-10-01,5512,4199724
nation,Scotland,S92000003,2021-09-30,4511,4194212
nation,Scotland,S92000003,2021-09-29,2958,4189701
nation,Scotland,S92000003,2021-09-28,2169,4186743
nation,Scotland,S92000003,2021-09-27,2957,4184574
nation,Scotland,S92000003,2021-09-26,4785,4181617
nation,Scotland,S92000003,2021-09-25,4259,4176832
nation,Scotland,S92000003,2021-09-24,4295,4172573
nation,Scotland,S92000003,2021-09-23,2222,4168278
nation,Scotland,S92000003,2021-09-22,2821,4166056
nation,Scotland,S92000003,2021-09-21,2400,4163235
nation,Scotland,S92000003,2021-09-20,3222,4160835
nation,Scotland,S92000003,2021-09-19,2565,4157613
nation,Scotland,S92000003,2021-09-18,3313,4155048
nation,Scotland,S92000003,2021-09-17,1578,4151735
nation,Scotland,S92000003,2021-09-16,1423,4150157
nation,Scotland,S92000003,2021-09-15,1887,4148734
nation,Scotland,S92000003,2021-09-14,1943,4146847
nation,Scotland,S92000003,2021-09-13,2121,4144904
nation,Scotland,S92000003,2021-09-12,2167,4142783
nation,Scotland,S92000003,2021-09-11,2906,4140616
nation,Scotland,S92000003,2021-09-10,2381,4137710
nation,Scotland,S92000003,2021-09-09,1723,4135329
nation,Scotland,S92000003,2021-09-08,2765,4133606
nation,Scotland,S92000003,2021-09-07,1843,4130841
nation,Scotland,S92000003,2021-09-06,2735,4128998
nation,Scotland,S92000003,2021-09-05,4301,4126263
nation,Scotland,S92000003,2021-09-04,4815,4121962
nation,Scotland,S92000003,2021-09-03,2595,4117147
nation,Scotland,S92000003,2021-09-02,3039,4114552
nation,Scotland,S92000003,2021-09-01,2709,4111513
nation,Scotland,S92000003,2021-08-31,2396,4108804
nation,Scotland,S92000003,2021-08-30,2721,4106408
nation,Scotland,S92000003,2021-08-29,2376,4103687
nation,Scotland,S92000003,2021-08-28,3233,4101311
nation,Scotland,S92000003,2021-08-27,2615,4098078
nation,Scotland,S92000003,2021-08-26,3168,4095463
nation,Scotland,S92000003,2021-08-25,3401,4092295
nation,Scotland,S92000003,2021-08-24,3342,4088894
nation,Scotland,S92000003,2021-08-23,2854,4085552
nation,Scotland,S92000003,2021-08-22,3202,4082698
nation,Scotland,S92000003,2021-08-21,3941,4079496
nation,Scotland,S92000003,2021-08-20,4018,4075555
nation,Scotland,S92000003,2021-08-19,2731,4071537
nation,Scotland,S92000003,2021-08-18,2836,4068806
nation,Scotland,S92000003,2021-08-17,4283,4065970
nation,Scotland,S92000003,2021-08-16,3205,4061687
nation,Scotland,S92000003,2021-08-15,3640,4058482
nation,Scotland,S92000003,2021-08-14,4831,4054842
nation,Scotland,S92000003,2021-08-13,5061,4050011
nation,Scotland,S92000003,2021-08-12,5724,4044950
nation,Scotland,S92000003,2021-08-11,4806,4039226
nation,Scotland,S92000003,2021-08-10,4941,4034420
nation,Scotland,S92000003,2021-08-09,2652,4029479
nation,Scotland,S92000003,2021-08-08,1975,4026827
nation,Scotland,S92000003,2021-08-07,1938,4024852
nation,Scotland,S92000003,2021-08-06,2202,4022914
nation,Scotland,S92000003,2021-08-05,2209,4020712
nation,Scotland,S92000003,2021-08-04,2177,4018503
nation,Scotland,S92000003,2021-08-03,2114,4016326
nation,Scotland,S92000003,2021-08-02,1716,4014212
nation,Scotland,S92000003,2021-08-01,1436,4012496
nation,Scotland,S92000003,2021-07-31,1449,4011060
nation,Scotland,S92000003,2021-07-30,2034,4009611
nation,Scotland,S92000003,2021-07-29,2156,4007577
nation,Scotland,S92000003,2021-07-28,2518,4005421
nation,Scotland,S92000003,2021-07-27,2245,4002903
nation,Scotland,S92000003,2021-07-26,2031,4000658
nation,Scotland,S92000003,2021-07-25,1522,3998627
nation,Scotland,S92000003,2021-07-24,2222,3997105
nation,Scotland,S92000003,2021-07-23,2556,3994883
nation,Scotland,S92000003,2021-07-22,2400,3992327
nation,Scotland,S92000003,2021-07-21,2853,3989927
nation,Scotland,S92000003,2021-07-20,2641,3987074
nation,Scotland,S92000003,2021-07-19,2483,3984433
nation,Scotland,S92000003,2021-07-18,5928,3981950
nation,Scotland,S92000003,2021-07-17,5996,3976022
nation,Scotland,S92000003,2021-07-16,6524,3970026
nation,Scotland,S92000003,2021-07-15,6953,3963502
nation,Scotland,S92000003,2021-07-14,8103,3956549
nation,Scotland,S92000003,2021-07-13,6875,3948446
nation,Scotland,S92000003,2021-07-12,7163,3941571
nation,Scotland,S92000003,2021-07-11,5999,3934408
nation,Scotland,S92000003,2021-07-10,8264,3928409
nation,Scotland,S92000003,2021-07-09,8956,3920145
nation,Scotland,S92000003,2021-07-08,10325,3911189
nation,Scotland,S92000003,2021-07-07,10688,3900864
nation,Scotland,S92000003,2021-07-06,10718,3890176
nation,Scotland,S92000003,2021-07-05,10235,3879458
nation,Scotland,S92000003,2021-07-04,11639,3869223
nation,Scotland,S92000003,2021-07-03,13213,3857584
nation,Scotland,S92000003,2021-07-02,12601,3844371
nation,Scotland,S92000003,2021-07-01,15519,3831770
nation,Scotland,S92000003,2021-06-30,16784,3816251
nation,Scotland,S92000003,2021-06-29,17580,3799467
nation,Scotland,S92000003,2021-06-28,16508,3781887
nation,Scotland,S92000003,2021-06-27,17869,3765379
nation,Scotland,S92000003,2021-06-26,17409,3747510
nation,Scotland,S92000003,2021-06-25,20300,3730101
nation,Scotland,S92000003,2021-06-24,14498,3709801
nation,Scotland,S92000003,2021-06-23,13683,3695303
nation,Scotland,S92000003,2021-06-22,17049,3681620
nation,Scotland,S92000003,2021-06-21,17134,3664571
nation,Scotland,S92000003,2021-06-20,16848,3647437
nation,Scotland,S92000003,2021-06-19,19323,3630589
nation,Scotland,S92000003,2021-06-18,19628,3611266
nation,Scotland,S92000003,2021-06-17,19912,3591638
nation,Scotland,S92000003,2021-06-16,19987,3571726
nation,Scotland,S92000003,2021-06-15,20278,3551739
nation,Scotland,S92000003,2021-06-14,13793,3531461
nation,Scotland,S92000003,2021-06-13,20381,3517668
nation,Scotland,S92000003,2021-06-12,19909,3497287
nation,Scotland,S92000003,2021-06-11,18315,3477378
nation,Scotland,S92000003,2021-06-10,17846,3459063
nation,Scotland,S92000003,2021-06-09,18786,3441217
nation,Scotland,S92000003,2021-06-08,18565,3422431
nation,Scotland,S92000003,2021-06-07,17545,3403866
nation,Scotland,S92000003,2021-06-06,20542,3386321
nation,Scotland,S92000003,2021-06-05,19937,3365779
nation,Scotland,S92000003,2021-06-04,19837,3345842
nation,Scotland,S92000003,2021-06-03,20193,3326005
nation,Scotland,S92000003,2021-06-02,19551,3305812
nation,Scotland,S92000003,2021-06-01,18971,3286261
nation,Scotland,S92000003,2021-05-31,16152,3267290
nation,Scotland,S92000003,2021-05-30,16827,3251138
nation,Scotland,S92000003,2021-05-29,18541,3234311
nation,Scotland,S92000003,2021-05-28,19719,3215770
nation,Scotland,S92000003,2021-05-27,21244,3196051
nation,Scotland,S92000003,2021-05-26,19074,3174807
nation,Scotland,S92000003,2021-05-25,17367,3155733
nation,Scotland,S92000003,2021-05-24,16421,3138366
nation,Scotland,S92000003,2021-05-23,13126,3121945
nation,Scotland,S92000003,2021-05-22,12478,3108819
nation,Scotland,S92000003,2021-05-21,14090,3096341
nation,Scotland,S92000003,2021-05-20,18603,3082251
nation,Scotland,S92000003,2021-05-19,12265,3063648
nation,Scotland,S92000003,2021-05-18,6231,3051383
nation,Scotland,S92000003,2021-05-17,9362,3045152
nation,Scotland,S92000003,2021-05-16,15455,3035790
nation,Scotland,S92000003,2021-05-15,16996,3020335
nation,Scotland,S92000003,2021-05-14,17782,3003339
nation,Scotland,S92000003,2021-05-13,17388,2985557
nation,Scotland,S92000003,2021-05-12,19565,2968169
nation,Scotland,S92000003,2021-05-11,19641,2948604
nation,Scotland,S92000003,2021-05-10,19807,2928963
nation,Scotland,S92000003,2021-05-09,11181,2909156
nation,Scotland,S92000003,2021-05-08,14591,2897975
nation,Scotland,S92000003,2021-05-07,6751,2883384
nation,Scotland,S92000003,2021-05-06,15998,2876633
nation,Scotland,S92000003,2021-05-05,13801,2860635
nation,Scotland,S92000003,2021-05-04,13073,2846834
nation,Scotland,S92000003,2021-05-03,8806,2833761
nation,Scotland,S92000003,2021-05-02,7203,2824955
nation,Scotland,S92000003,2021-05-01,6409,2817752
nation,Scotland,S92000003,2021-04-30,9191,2811343
nation,Scotland,S92000003,2021-04-29,5342,2802152
nation,Scotland,S92000003,2021-04-28,6832,2796810
nation,Scotland,S92000003,2021-04-27,7816,2789978
nation,Scotland,S92000003,2021-04-26,8392,2782162
nation,Scotland,S92000003,2021-04-25,2611,2773770
nation,Scotland,S92000003,2021-04-24,6552,2771159
nation,Scotland,S92000003,2021-04-23,6226,2764607
nation,Scotland,S92000003,2021-04-22,3206,2758381
nation,Scotland,S92000003,2021-04-21,2600,2755175
nation,Scotland,S92000003,2021-04-20,2523,2752575
nation,Scotland,S92000003,2021-04-19,2358,2750052
nation,Scotland,S92000003,2021-04-18,3463,2747694
nation,Scotland,S92000003,2021-04-17,10844,2744231
nation,Scotland,S92000003,2021-04-16,11303,2733387
nation,Scotland,S92000003,2021-04-15,13393,2722084
nation,Scotland,S92000003,2021-04-14,13720,2708691
nation,Scotland,S92000003,2021-04-13,12265,2694971
nation,Scotland,S92000003,2021-04-12,13983,2682706
nation,Scotland,S92000003,2021-04-11,11145,2668723
nation,Scotland,S92000003,2021-04-10,14054,2657578
nation,Scotland,S92000003,2021-04-09,17947,2643524
nation,Scotland,S92000003,2021-04-08,16746,2625577
nation,Scotland,S92000003,2021-04-07,14899,2608831
nation,Scotland,S92000003,2021-04-06,16116,2593932
nation,Scotland,S92000003,2021-04-05,12536,2577816
nation,Scotland,S92000003,2021-04-04,11443,2565280
nation,Scotland,S92000003,2021-04-03,17948,2553837
nation,Scotland,S92000003,2021-04-02,20141,2535889
nation,Scotland,S92000003,2021-04-01,22421,2515748
nation,Scotland,S92000003,2021-03-31,27786,2493327
nation,Scotland,S92000003,2021-03-30,27998,2465541
nation,Scotland,S92000003,2021-03-29,27262,2437543
nation,Scotland,S92000003,2021-03-28,24123,2410281
nation,Scotland,S92000003,2021-03-27,27351,2386158
nation,Scotland,S92000003,2021-03-26,35975,2358807
nation,Scotland,S92000003,2021-03-25,37121,2322832
nation,Scotland,S92000003,2021-03-24,36099,2285711
nation,Scotland,S92000003,2021-03-23,34940,2249612
nation,Scotland,S92000003,2021-03-22,32272,2214672
nation,Scotland,S92000003,2021-03-21,37460,2182400
nation,Scotland,S92000003,2021-03-20,34160,2144940
nation,Scotland,S92000003,2021-03-19,44320,2110780
nation,Scotland,S92000003,2021-03-18,43458,2066460
nation,Scotland,S92000003,2021-03-17,41184,2023002
nation,Scotland,S92000003,2021-03-16,38311,1981818
nation,Scotland,S92000003,2021-03-15,34516,1943507
nation,Scotland,S92000003,2021-03-14,20294,1908991
nation,Scotland,S92000003,2021-03-13,21574,1888697
nation,Scotland,S92000003,2021-03-12,22487,1867123
nation,Scotland,S92000003,2021-03-11,18836,1844636
nation,Scotland,S92000003,2021-03-10,16642,1825800
nation,Scotland,S92000003,2021-03-09,19781,1809158
nation,Scotland,S92000003,2021-03-08,14718,1789377
nation,Scotland,S92000003,2021-03-07,14909,1774659
nation,Scotland,S92000003,2021-03-06,15881,1759750
nation,Scotland,S92000003,2021-03-05,26197,1743869
nation,Scotland,S92000003,2021-03-04,29064,1717672
nation,Scotland,S92000003,2021-03-03,26729,1688608
nation,Scotland,S92000003,2021-03-02,27518,1661879
nation,Scotland,S92000003,2021-03-01,22783,1634361
nation,Scotland,S92000003,2021-02-28,17883,1611578
nation,Scotland,S92000003,2021-02-27,23542,1593695
nation,Scotland,S92000003,2021-02-26,27224,1570153
nation,Scotland,S92000003,2021-02-25,26949,1542929
nation,Scotland,S92000003,2021-02-24,27903,1515980
nation,Scotland,S92000003,2021-02-23,22836,1488077
nation,Scotland,S92000003,2021-02-22,19753,1465241
nation,Scotland,S92000003,2021-02-21,13546,1445488
nation,Scotland,S92000003,2021-02-20,19299,1431942
nation,Scotland,S92000003,2021-02-19,26491,1412643
nation,Scotland,S92000003,2021-02-18,31186,1386152
nation,Scotland,S92000003,2021-02-17,34892,1354966
nation,Scotland,S92000003,2021-02-16,32070,1320074
nation,Scotland,S92000003,2021-02-15,32814,1288004
nation,Scotland,S92000003,2021-02-14,31416,1255190
nation,Scotland,S92000003,2021-02-13,50329,1223774
nation,Scotland,S92000003,2021-02-12,59820,1173445
nation,Scotland,S92000003,2021-02-11,64878,1113625
nation,Scotland,S92000003,2021-02-10,63178,1048747
nation,Scotland,S92000003,2021-02-09,57447,985569
nation,Scotland,S92000003,2021-02-08,61299,928122
nation,Scotland,S92000003,2021-02-07,27557,866823
nation,Scotland,S92000003,2021-02-06,52839,839266
nation,Scotland,S92000003,2021-02-05,43915,786427
nation,Scotland,S92000003,2021-02-04,48165,742512
nation,Scotland,S92000003,2021-02-03,45085,694347
nation,Scotland,S92000003,2021-02-02,38484,649262
nation,Scotland,S92000003,2021-02-01,34881,610778
nation,Scotland,S92000003,2021-01-31,9628,575897
nation,Scotland,S92000003,2021-01-30,22899,566269
nation,Scotland,S92000003,2021-01-29,27515,543370
nation,Scotland,S92000003,2021-01-28,24197,515855
nation,Scotland,S92000003,2021-01-27,29566,491658
nation,Scotland,S92000003,2021-01-26,24192,462092
nation,Scotland,S92000003,2021-01-25,22498,437900
nation,Scotland,S92000003,2021-01-24,11364,415402
nation,Scotland,S92000003,2021-01-23,23371,404038
nation,Scotland,S92000003,2021-01-22,22213,380667
nation,Scotland,S92000003,2021-01-21,23583,358454
nation,Scotland,S92000003,2021-01-20,24962,334871
nation,Scotland,S92000003,2021-01-19,25327,309909
nation,Scotland,S92000003,2021-01-18,19591,284582
nation,Scotland,S92000003,2021-01-17,4851,264991
nation,Scotland,S92000003,2021-01-16,18216,260140
nation,Scotland,S92000003,2021-01-15,17084,241924
nation,Scotland,S92000003,2021-01-14,16633,224840
nation,Scotland,S92000003,2021-01-13,16242,208207
nation,Scotland,S92000003,2021-01-12,16023,191965
nation,Scotland,S92000003,2021-01-11,12565,175942
nation,Scotland,S92000003,2021-01-10,,163377
nation,Wales,W92000004,2022-03-23,280,2526623
nation,Wales,W92000004,2022-03-22,321,2526343
nation,Wales,W92000004,2022-03-21,254,2526022
nation,Wales,W92000004,2022-03-20,603,2525768
nation,Wales,W92000004,2022-03-19,418,2525165
nation,Wales,W92000004,2022-03-18,385,2524747
nation,Wales,W92000004,2022-03-17,186,2524362
nation,Wales,W92000004,2022-03-16,246,2524176
nation,Wales,W92000004,2022-03-15,110,2523930
nation,Wales,W92000004,2022-03-14,171,2523820
nation,Wales,W92000004,2022-03-13,227,2523649
nation,Wales,W92000004,2022-03-12,368,2523422
nation,Wales,W92000004,2022-03-11,246,2523054
nation,Wales,W92000004,2022-03-10,247,2522808
nation,Wales,W92000004,2022-03-09,250,2522561
nation,Wales,W92000004,2022-03-08,215,2522311
nation,Wales,W92000004,2022-03-07,211,2522096
nation,Wales,W92000004,2022-03-06,150,2521885
nation,Wales,W92000004,2022-03-05,205,2521735
nation,Wales,W92000004,2022-03-04,229,2521530
nation,Wales,W92000004,2022-03-03,190,2521301
nation,Wales,W92000004,2022-03-02,166,2521111
nation,Wales,W92000004,2022-03-01,179,2520945
nation,Wales,W92000004,2022-02-28,194,2520766
nation,Wales,W92000004,2022-02-27,194,2520572
nation,Wales,W92000004,2022-02-26,434,2520378
nation,Wales,W92000004,2022-02-25,354,2519944
nation,Wales,W92000004,2022-02-24,389,2519590
nation,Wales,W92000004,2022-02-23,448,2519201
nation,Wales,W92000004,2022-02-22,298,2518753
nation,Wales,W92000004,2022-02-21,361,2518455
nation,Wales,W92000004,2022-02-20,244,2518094
nation,Wales,W92000004,2022-02-19,287,2517850
nation,Wales,W92000004,2022-02-18,20,2517563
nation,Wales,W92000004,2022-02-17,234,2517543
nation,Wales,W92000004,2022-02-16,228,2517309
nation,Wales,W92000004,2022-02-15,198,2517081
nation,Wales,W92000004,2022-02-14,222,2516883
nation,Wales,W92000004,2022-02-13,447,2516661
nation,Wales,W92000004,2022-02-12,400,2516214
nation,Wales,W92000004,2022-02-11,277,2515814
nation,Wales,W92000004,2022-02-10,454,2515537
nation,Wales,W92000004,2022-02-09,339,2515083
nation,Wales,W92000004,2022-02-08,366,2514744
nation,Wales,W92000004,2022-02-07,297,2514378
nation,Wales,W92000004,2022-02-06,595,2514081
nation,Wales,W92000004,2022-02-05,865,2513486
nation,Wales,W92000004,2022-02-04,401,2512621
nation,Wales,W92000004,2022-02-03,526,2512220
nation,Wales,W92000004,2022-02-02,352,2511694
nation,Wales,W92000004,2022-02-01,409,2511342
nation,Wales,W92000004,2022-01-31,418,2510933
nation,Wales,W92000004,2022-01-30,735,2510515
nation,Wales,W92000004,2022-01-29,1294,2509780
nation,Wales,W92000004,2022-01-28,579,2508486
nation,Wales,W92000004,2022-01-27,488,2507907
nation,Wales,W92000004,2022-01-26,464,2507419
nation,Wales,W92000004,2022-01-25,632,2506955
nation,Wales,W92000004,2022-01-24,307,2506323
nation,Wales,W92000004,2022-01-23,732,2506016
nation,Wales,W92000004,2022-01-22,948,2505284
nation,Wales,W92000004,2022-01-21,255,2504336
nation,Wales,W92000004,2022-01-20,534,2504081
nation,Wales,W92000004,2022-01-19,568,2503547
nation,Wales,W92000004,2022-01-18,684,2502979
nation,Wales,W92000004,2022-01-17,547,2502295
nation,Wales,W92000004,2022-01-16,642,2501748
nation,Wales,W92000004,2022-01-15,560,2501106
nation,Wales,W92000004,2022-01-14,794,2500546
nation,Wales,W92000004,2022-01-13,629,2499752
nation,Wales,W92000004,2022-01-12,706,2499123
nation,Wales,W92000004,2022-01-11,759,2498417
nation,Wales,W92000004,2022-01-10,776,2497658
nation,Wales,W92000004,2022-01-09,723,2496882
nation,Wales,W92000004,2022-01-08,976,2496159
nation,Wales,W92000004,2022-01-07,896,2495183
nation,Wales,W92000004,2022-01-06,785,2494287
nation,Wales,W92000004,2022-01-05,1062,2493502
nation,Wales,W92000004,2022-01-04,1155,2492440
nation,Wales,W92000004,2022-01-03,366,2491285
nation,Wales,W92000004,2022-01-02,328,2490919
nation,Wales,W92000004,2022-01-01,0,2490591
nation,Wales,W92000004,2021-12-31,368,2490591
nation,Wales,W92000004,2021-12-30,864,2490223
nation,Wales,W92000004,2021-12-29,985,2489359
nation,Wales,W92000004,2021-12-28,813,2488374
nation,Wales,W92000004,2021-12-27,546,2487561
nation,Wales,W92000004,2021-12-26,0,2487015
nation,Wales,W92000004,2021-12-25,0,2487015
nation,Wales,W92000004,2021-12-24,278,2487015
nation,Wales,W92000004,2021-12-23,900,2486737
nation,Wales,W92000004,2021-12-22,1098,2485837
nation,Wales,W92000004,2021-12-21,1183,2484739
nation,Wales,W92000004,2021-12-20,800,2483556
nation,Wales,W92000004,2021-12-19,1339,2482756
nation,Wales,W92000004,2021-12-18,837,2481417
nation,Wales,W92000004,2021-12-17,791,2480580
nation,Wales,W92000004,2021-12-16,782,2479789
nation,Wales,W92000004,2021-12-15,707,2479007
nation,Wales,W92000004,2021-12-14,579,2478300
nation,Wales,W92000004,2021-12-13,573,2477721
nation,Wales,W92000004,2021-12-12,1133,2477148
nation,Wales,W92000004,2021-12-11,913,2476015
nation,Wales,W92000004,2021-12-10,427,2475102
nation,Wales,W92000004,2021-12-09,513,2474675
nation,Wales,W92000004,2021-12-08,579,2474162
nation,Wales,W92000004,2021-12-07,433,2473583
nation,Wales,W92000004,2021-12-06,413,2473150
nation,Wales,W92000004,2021-12-05,833,2472737
nation,Wales,W92000004,2021-12-04,1235,2471904
nation,Wales,W92000004,2021-12-03,436,2470669
nation,Wales,W92000004,2021-12-02,428,2470233
nation,Wales,W92000004,2021-12-01,588,2469805
nation,Wales,W92000004,2021-11-30,483,2469217
nation,Wales,W92000004,2021-11-29,399,2468734
nation,Wales,W92000004,2021-11-28,507,2468335
nation,Wales,W92000004,2021-11-27,1504,2467828
nation,Wales,W92000004,2021-11-26,381,2466324
nation,Wales,W92000004,2021-11-25,381,2465943
nation,Wales,W92000004,2021-11-24,379,2465562
nation,Wales,W92000004,2021-11-23,604,2465183
nation,Wales,W92000004,2021-11-22,358,2464579
nation,Wales,W92000004,2021-11-21,845,2464221
nation,Wales,W92000004,2021-11-20,1019,2463376
nation,Wales,W92000004,2021-11-19,481,2462357
nation,Wales,W92000004,2021-11-18,838,2461876
nation,Wales,W92000004,2021-11-17,489,2461038
nation,Wales,W92000004,2021-11-16,966,2460549
nation,Wales,W92000004,2021-11-15,888,2459583
nation,Wales,W92000004,2021-11-14,637,2458695
nation,Wales,W92000004,2021-11-13,1721,2458058
nation,Wales,W92000004,2021-11-12,780,2456337
nation,Wales,W92000004,2021-11-11,554,2455557
nation,Wales,W92000004,2021-11-10,742,2455003
nation,Wales,W92000004,2021-11-09,858,2454261
nation,Wales,W92000004,2021-11-08,918,2453403
nation,Wales,W92000004,2021-11-07,1127,2452485
nation,Wales,W92000004,2021-11-06,1703,2451358
nation,Wales,W92000004,2021-11-05,776,2449655
nation,Wales,W92000004,2021-11-04,675,2448879
nation,Wales,W92000004,2021-11-03,720,2448204
nation,Wales,W92000004,2021-11-02,1054,2447484
nation,Wales,W92000004,2021-11-01,992,2446430
nation,Wales,W92000004,2021-10-31,2661,2445438
nation,Wales,W92000004,2021-10-30,2289,2442777
nation,Wales,W92000004,2021-10-29,1781,2440488
nation,Wales,W92000004,2021-10-28,1612,2438707
nation,Wales,W92000004,2021-10-27,1699,2437095
nation,Wales,W92000004,2021-10-26,2440,2435396
nation,Wales,W92000004,2021-10-25,3266,2432956
nation,Wales,W92000004,2021-10-24,2831,2429690
nation,Wales,W92000004,2021-10-23,3921,2426859
nation,Wales,W92000004,2021-10-22,1238,2422938
nation,Wales,W92000004,2021-10-21,1142,2421700
nation,Wales,W92000004,2021-10-20,1282,2420558
nation,Wales,W92000004,2021-10-19,1161,2419276
nation,Wales,W92000004,2021-10-18,1322,2418115
nation,Wales,W92000004,2021-10-17,4753,2416793
nation,Wales,W92000004,2021-10-16,5293,2412040
nation,Wales,W92000004,2021-10-15,1412,2406747
nation,Wales,W92000004,2021-10-14,1098,2405335
nation,Wales,W92000004,2021-10-13,1026,2404237
nation,Wales,W92000004,2021-10-12,1440,2403211
nation,Wales,W92000004,2021-10-11,1077,2401771
nation,Wales,W92000004,2021-10-10,5556,2400694
nation,Wales,W92000004,2021-10-09,5238,2395138
nation,Wales,W92000004,2021-10-08,741,2389900
nation,Wales,W92000004,2021-10-07,1413,2389159
nation,Wales,W92000004,2021-10-06,2124,2387746
nation,Wales,W92000004,2021-10-05,488,2385622
nation,Wales,W92000004,2021-10-04,803,2385134
nation,Wales,W92000004,2021-10-03,3839,2384331
nation,Wales,W92000004,2021-10-02,3391,2380492
nation,Wales,W92000004,2021-10-01,393,2377101
nation,Wales,W92000004,2021-09-30,395,2376708
nation,Wales,W92000004,2021-09-29,370,2376313
nation,Wales,W92000004,2021-09-28,449,2375943
nation,Wales,W92000004,2021-09-27,510,2375494
nation,Wales,W92000004,2021-09-26,1864,2374984
nation,Wales,W92000004,2021-09-25,1756,2373120
nation,Wales,W92000004,2021-09-24,653,2371364
nation,Wales,W92000004,2021-09-23,402,2370711
nation,Wales,W92000004,2021-09-22,652,2370309
nation,Wales,W92000004,2021-09-21,564,2369657
nation,Wales,W92000004,2021-09-20,489,2369093
nation,Wales,W92000004,2021-09-19,374,2368604
nation,Wales,W92000004,2021-09-18,823,2368230
nation,Wales,W92000004,2021-09-17,1173,2367407
nation,Wales,W92000004,2021-09-16,834,2366234
nation,Wales,W92000004,2021-09-15,709,2365400
nation,Wales,W92000004,2021-09-14,0,2364691
nation,Wales,W92000004,2021-09-13,722,2368124
nation,Wales,W92000004,2021-09-12,410,2367402
nation,Wales,W92000004,2021-09-11,684,2366992
nation,Wales,W92000004,2021-09-10,1045,2366308
nation,Wales,W92000004,2021-09-09,870,2365263
nation,Wales,W92000004,2021-09-08,770,2364393
nation,Wales,W92000004,2021-09-07,1043,2363623
nation,Wales,W92000004,2021-09-06,793,2362580
nation,Wales,W92000004,2021-09-05,668,2361787
nation,Wales,W92000004,2021-09-04,1302,2361119
nation,Wales,W92000004,2021-09-03,1679,2359817
nation,Wales,W92000004,2021-09-02,2139,2358138
nation,Wales,W92000004,2021-09-01,1942,2355999
nation,Wales,W92000004,2021-08-31,1303,2354057
nation,Wales,W92000004,2021-08-30,48,2352754
nation,Wales,W92000004,2021-08-29,778,2352706
nation,Wales,W92000004,2021-08-28,883,2351928
nation,Wales,W92000004,2021-08-27,1777,2351045
nation,Wales,W92000004,2021-08-26,2268,2349268
nation,Wales,W92000004,2021-08-25,3629,2347000
nation,Wales,W92000004,2021-08-24,4118,2343371
nation,Wales,W92000004,2021-08-23,3680,2339253
nation,Wales,W92000004,2021-08-22,1061,2335573
nation,Wales,W92000004,2021-08-21,3736,2334512
nation,Wales,W92000004,2021-08-20,3596,2330776
nation,Wales,W92000004,2021-08-19,3755,2327180
nation,Wales,W92000004,2021-08-18,3260,2323425
nation,Wales,W92000004,2021-08-17,3497,2320165
nation,Wales,W92000004,2021-08-16,1955,2316668
nation,Wales,W92000004,2021-08-15,1185,2314713
