areaType,areaName,areaCode,date,newPeopleVaccinatedFirstDoseByPublishDate,cumPeopleVaccinatedFirstDoseByPublishDate
nation,Wales,W92000004,2021-08-14,1187,2313528
nation,Wales,W92000004,2021-08-13,1443,2312341
nation,Wales,W92000004,2021-08-12,1483,2310898
nation,Wales,W92000004,2021-08-11,1911,2309415
nation,Wales,W92000004,2021-08-10,1942,2307504
nation,Wales,W92000004,2021-08-09,1291,2305562
nation,Wales,W92000004,2021-08-08,1274,2304271
nation,Wales,W92000004,2021-08-07,1549,2302997
nation,Wales,W92000004,2021-08-06,1311,2301448
nation,Wales,W92000004,2021-08-05,933,2300137
nation,Wales,W92000004,2021-08-04,817,2299204
nation,Wales,W92000004,2021-08-03,989,2298387
nation,Wales,W92000004,2021-08-02,881,2297398
nation,Wales,W92000004,2021-08-01,594,2296517
nation,Wales,W92000004,2021-07-31,1007,2295923
nation,Wales,W92000004,2021-07-30,989,2294916
nation,Wales,W92000004,2021-07-29,1355,2293927
nation,Wales,W92000004,2021-07-28,1154,2292572
nation,Wales,W92000004,2021-07-27,1205,2291418
nation,Wales,W92000004,2021-07-26,1071,2290213
nation,Wales,W92000004,2021-07-25,923,2289142
nation,Wales,W92000004,2021-07-24,1208,2288219
nation,Wales,W92000004,2021-07-23,857,2287011
nation,Wales,W92000004,2021-07-22,1036,2286154
nation,Wales,W92000004,2021-07-21,1053,2285118
nation,Wales,W92000004,2021-07-20,1073,2284065
nation,Wales,W92000004,2021-07-19,582,2282992
nation,Wales,W92000004,2021-07-18,766,2282410
nation,Wales,W92000004,2021-07-17,970,2281644
nation,Wales,W92000004,2021-07-16,1535,2280674
nation,Wales,W92000004,2021-07-15,935,2279139
nation,Wales,W92000004,2021-07-14,1149,2278204
nation,Wales,W92000004,2021-07-13,1291,2277055
nation,Wales,W92000004,2021-07-12,1343,2275764
nation,Wales,W92000004,2021-07-11,860,2274421
nation,Wales,W92000004,2021-07-10,1636,2273561
nation,Wales,W92000004,2021-07-09,1408,2271925
nation,Wales,W92000004,2021-07-08,1386,2270517
nation,Wales,W92000004,2021-07-07,1491,2269131
nation,Wales,W92000004,2021-07-06,1584,2267640
nation,Wales,W92000004,2021-07-05,1082,2266056
nation,Wales,W92000004,2021-07-04,1199,2264974
nation,Wales,W92000004,2021-07-03,1491,2263775
nation,Wales,W92000004,2021-07-02,1228,2262284
nation,Wales,W92000004,2021-07-01,1434,2261056
nation,Wales,W92000004,2021-06-30,1885,2259622
nation,Wales,W92000004,2021-06-29,2698,2257737
nation,Wales,W92000004,2021-06-28,1825,2255039
nation,Wales,W92000004,2021-06-27,944,2253214
nation,Wales,W92000004,2021-06-26,2144,2252270
nation,Wales,W92000004,2021-06-25,2114,2250126
nation,Wales,W92000004,2021-06-24,2128,2248012
nation,Wales,W92000004,2021-06-23,3402,2245884
nation,Wales,W92000004,2021-06-22,3211,2242482
nation,Wales,W92000004,2021-06-21,1561,2239271
nation,Wales,W92000004,2021-06-20,1619,2237710
nation,Wales,W92000004,2021-06-19,3055,2236091
nation,Wales,W92000004,2021-06-18,4504,2233036
nation,Wales,W92000004,2021-06-17,3033,2228532
nation,Wales,W92000004,2021-06-16,3218,2225499
nation,Wales,W92000004,2021-06-15,4178,2222281
nation,Wales,W92000004,2021-06-14,2072,2218103
nation,Wales,W92000004,2021-06-13,2981,2216031
nation,Wales,W92000004,2021-06-12,5700,2213050
nation,Wales,W92000004,2021-06-11,5685,2207350
nation,Wales,W92000004,2021-06-10,6180,2201665
nation,Wales,W92000004,2021-06-09,5025,2195485
nation,Wales,W92000004,2021-06-08,5033,2190460
nation,Wales,W92000004,2021-06-07,1972,2185427
nation,Wales,W92000004,2021-06-06,3625,2183455
nation,Wales,W92000004,2021-06-05,4817,2179830
nation,Wales,W92000004,2021-06-04,5389,2175013
nation,Wales,W92000004,2021-06-03,8596,2169624
nation,Wales,W92000004,2021-06-02,8319,2161028
nation,Wales,W92000004,2021-06-01,5435,2152709
nation,Wales,W92000004,2021-05-31,1203,2147274
nation,Wales,W92000004,2021-05-30,4644,2146071
nation,Wales,W92000004,2021-05-29,6068,2141427
nation,Wales,W92000004,2021-05-28,7296,2135359
nation,Wales,W92000004,2021-05-27,8014,2128063
nation,Wales,W92000004,2021-05-26,7402,2120049
nation,Wales,W92000004,2021-05-25,7328,2112647
nation,Wales,W92000004,2021-05-24,6056,2105319
nation,Wales,W92000004,2021-05-23,7439,2099263
nation,Wales,W92000004,2021-05-22,10788,2091824
nation,Wales,W92000004,2021-05-21,11347,2081036
nation,Wales,W92000004,2021-05-20,11583,2069689
nation,Wales,W92000004,2021-05-19,12095,2058106
nation,Wales,W92000004,2021-05-18,10106,2046011
nation,Wales,W92000004,2021-05-17,8102,2035905
nation,Wales,W92000004,2021-05-16,8643,2027803
nation,Wales,W92000004,2021-05-15,13221,2019160
nation,Wales,W92000004,2021-05-14,15156,2005939
nation,Wales,W92000004,2021-05-13,14963,1990783
nation,Wales,W92000004,2021-05-12,14150,1975820
nation,Wales,W92000004,2021-05-11,12987,1961670
nation,Wales,W92000004,2021-05-10,13680,1948683
nation,Wales,W92000004,2021-05-09,12122,1935003
nation,Wales,W92000004,2021-05-08,13222,1922881
nation,Wales,W92000004,2021-05-07,13661,1909659
nation,Wales,W92000004,2021-05-06,11626,1895998
nation,Wales,W92000004,2021-05-05,11220,1884372
nation,Wales,W92000004,2021-05-04,8752,1873152
nation,Wales,W92000004,2021-05-03,3009,1864400
nation,Wales,W92000004,2021-05-02,6704,1861391
nation,Wales,W92000004,2021-05-01,7791,1854687
nation,Wales,W92000004,2021-04-30,15932,1846896
nation,Wales,W92000004,2021-04-29,14513,1830964
nation,Wales,W92000004,2021-04-28,16023,1816451
nation,Wales,W92000004,2021-04-27,15081,1800428
nation,Wales,W92000004,2021-04-26,7972,1785347
nation,Wales,W92000004,2021-04-25,8790,1777375
nation,Wales,W92000004,2021-04-24,10479,1768585
nation,Wales,W92000004,2021-04-23,15833,1758106
nation,Wales,W92000004,2021-04-22,14818,1742273
nation,Wales,W92000004,2021-04-21,15083,1727455
nation,Wales,W92000004,2021-04-20,13280,1712372
nation,Wales,W92000004,2021-04-19,6629,1699092
nation,Wales,W92000004,2021-04-18,7165,1692463
nation,Wales,W92000004,2021-04-17,12019,1685298
nation,Wales,W92000004,2021-04-16,16251,1673279
nation,Wales,W92000004,2021-04-15,16983,1657028
nation,Wales,W92000004,2021-04-14,18763,1640045
nation,Wales,W92000004,2021-04-13,18343,1621282
nation,Wales,W92000004,2021-04-12,15088,1602939
nation,Wales,W92000004,2021-04-11,15099,1587851
nation,Wales,W92000004,2021-04-10,16436,1572752
nation,Wales,W92000004,2021-04-09,19194,1556316
nation,Wales,W92000004,2021-04-08,17362,1537122
nation,Wales,W92000004,2021-04-07,17119,1519760
nation,Wales,W92000004,2021-04-06,9449,1502641
nation,Wales,W92000004,2021-04-05,2820,1493192
nation,Wales,W92000004,2021-04-04,7171,1490372
nation,Wales,W92000004,2021-04-03,10558,1483201
nation,Wales,W92000004,2021-04-02,11763,1472643
nation,Wales,W92000004,2021-04-01,16995,1460880
nation,Wales,W92000004,2021-03-31,16702,1443885
nation,Wales,W92000004,2021-03-30,13473,1427183
nation,Wales,W92000004,2021-03-29,12960,1413710
nation,Wales,W92000004,2021-03-28,13167,1400750
nation,Wales,W92000004,2021-03-27,22228,1387583
nation,Wales,W92000004,2021-03-26,23735,1365355
nation,Wales,W92000004,2021-03-25,21432,1341620
nation,Wales,W92000004,2021-03-24,17214,1320188
nation,Wales,W92000004,2021-03-23,14724,1302974
nation,Wales,W92000004,2021-03-22,15064,1288250
nation,Wales,W92000004,2021-03-21,14417,1273186
nation,Wales,W92000004,2021-03-20,26939,1258769
nation,Wales,W92000004,2021-03-19,27729,1231830
nation,Wales,W92000004,2021-03-18,23946,1204101
nation,Wales,W92000004,2021-03-17,22904,1180155
nation,Wales,W92000004,2021-03-16,17385,1157251
nation,Wales,W92000004,2021-03-15,16935,1139866
nation,Wales,W92000004,2021-03-14,9433,1122931
nation,Wales,W92000004,2021-03-13,29169,1113498
nation,Wales,W92000004,2021-03-12,27542,1084329
nation,Wales,W92000004,2021-03-11,22646,1056787
nation,Wales,W92000004,2021-03-10,14931,1034141
nation,Wales,W92000004,2021-03-09,11819,1019210
nation,Wales,W92000004,2021-03-08,9095,1007391
nation,Wales,W92000004,2021-03-07,3237,998296
nation,Wales,W92000004,2021-03-06,11640,995059
nation,Wales,W92000004,2021-03-05,16377,983419
nation,Wales,W92000004,2021-03-04,15502,967042
nation,Wales,W92000004,2021-03-03,9523,951540
nation,Wales,W92000004,2021-03-02,8532,942017
nation,Wales,W92000004,2021-03-01,7816,933485
nation,Wales,W92000004,2021-02-28,2054,925669
nation,Wales,W92000004,2021-02-27,7279,923615
nation,Wales,W92000004,2021-02-26,14002,916336
nation,Wales,W92000004,2021-02-25,13064,902334
nation,Wales,W92000004,2021-02-24,10764,889270
nation,Wales,W92000004,2021-02-23,8853,878506
nation,Wales,W92000004,2021-02-22,7405,869653
nation,Wales,W92000004,2021-02-21,2165,862248
nation,Wales,W92000004,2021-02-20,6179,860083
nation,Wales,W92000004,2021-02-19,14839,853904
nation,Wales,W92000004,2021-02-18,16432,839065
nation,Wales,W92000004,2021-02-17,15282,822633
nation,Wales,W92000004,2021-02-16,11424,807351
nation,Wales,W92000004,2021-02-15,11118,795927
nation,Wales,W92000004,2021-02-14,13158,784809
nation,Wales,W92000004,2021-02-13,22206,771651
nation,Wales,W92000004,2021-02-12,33501,749445
nation,Wales,W92000004,2021-02-11,31847,715944
nation,Wales,W92000004,2021-02-10,28678,684097
nation,Wales,W92000004,2021-02-09,26659,655419
nation,Wales,W92000004,2021-02-08,24784,628760
nation,Wales,W92000004,2021-02-07,14354,603976
nation,Wales,W92000004,2021-02-06,32625,589622
nation,Wales,W92000004,2021-02-05,33955,556997
nation,Wales,W92000004,2021-02-04,32472,523042
nation,Wales,W92000004,2021-02-03,28073,490570
nation,Wales,W92000004,2021-02-02,22857,462497
nation,Wales,W92000004,2021-02-01,23334,439640
nation,Wales,W92000004,2021-01-31,12843,416306
nation,Wales,W92000004,2021-01-30,25263,403463
nation,Wales,W92000004,2021-01-29,15947,378200
nation,Wales,W92000004,2021-01-28,26182,362253
nation,Wales,W92000004,2021-01-27,23766,336071
nation,Wales,W92000004,2021-01-26,22739,312305
nation,Wales,W92000004,2021-01-25,18733,289566
nation,Wales,W92000004,2021-01-24,6295,270833
nation,Wales,W92000004,2021-01-23,23991,264538
nation,Wales,W92000004,2021-01-22,28230,240547
nation,Wales,W92000004,2021-01-21,21882,212317
nation,Wales,W92000004,2021-01-20,14619,190435
nation,Wales,W92000004,2021-01-19,13884,175816
nation,Wales,W92000004,2021-01-18,10195,161932
nation,Wales,W92000004,2021-01-17,25362,151737
nation,Wales,W92000004,2021-01-16,0,126375
nation,Wales,W92000004,2021-01-15,0,126375
nation,Wales,W92000004,2021-01-14,13402,126375
nation,Wales,W92000004,2021-01-13,11602,112973
nation,Wales,W92000004,2021-01-12,10132,101371
nation,Wales,W92000004,2021-01-11,5200,91239
nation,Wales,W92000004,2021-01-10,,86039
